authors|url
{'authors': [{'author': 'Schopenhauer'}, {'author': 'Kant'}, {'author': 'Fichte'}, {'author': 'Schiller'}, {'author': 'Jacobi'}], 'theme': 'Os erros morais kantianos e dos kantianos', 'philosophical area': 'moral kantiana'}|gs://blog-files-2024/all/pdf2/2016-07-03_Os_erros_morais_kantianos_e_dos_kantianos_.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Kant'}, {'author': 'Schopenhauer'}, {'author': 'Osvaldo Pessoa'}], 'theme': 'Liberdade Política', 'philosophical area': 'Liberdade da vontade'}|gs://blog-files-2024/all/pdf2/2016-07-27_Liberdade_Política.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'É preciso fazer algo pelo mundo?', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2016-08-10_É_preciso_fazer_algo_pelo_mundo_.pdf
{'authors': [{'author': 'Breuer'}, {'author': 'Freud'}, {'author': 'Bleuler'}, {'author': 'Jung'}], 'theme': 'psicanálise', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2016-09-03_Cinco_lições_de_psicanálise_.pdf
{'authors': [{'author': 'Freud'}, {'author': 'Lacan'}, {'author': 'Piaget'}, {'author': 'Douglas Emiliano Batista'}, {'author': 'Lajonquière'}], 'theme': 'O que é estrutural', 'philosophical area': 'psicanálise'}|gs://blog-files-2024/all/pdf2/2016-09-15_O_que_é_estrutural.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Work, company, and client relationship', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2016-09-17_Discurso_laureado.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Montagner'}, {'author': 'Santos dos Anjos'}, {'author': 'Velho Chico'}, {'author': 'Terê'}, {'author': 'Camila'}, {'author': 'Domingos'}, {'author': 'São Francisco'}], 'theme': 'Domingos', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2016-09-18_Muitos_domingos.pdf
{'authors': [{'author': 'Freud-Lacan'}, {'author': 'Luis Quissak'}, {'author': 'LaJonquière, R.'}, {'author': 'Douglas Emiliano Batista'}], 'theme': 'Desenvolvimento ou constituição do sujeito (do desejo)', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2016-09-26_Desenvolvimento_ou_constituição_do_sujeito_(do_desejo)_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'The nature of reality', 'philosophical area': 'Philosophy of language'}|gs://blog-files-2024/all/pdf2/2016-10-02_Uma_nova_imagem.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'O homem e a rua', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2016-10-15_O_homem_e_a_rua_e_a_rua_e_o_homem.pdf
{'authors': [{'author': 'Mannoni'}, {'author': 'Schreber'}, {'author': 'Kafka'}, {'author': 'Freud'}, {'author': 'Platão'}, {'author': 'Rousseau'}, {'author': 'Freinet'}, {'author': 'Deligny'}, {'author': 'Neill'}], 'theme': 'Educação', 'philosophical area': 'Psicanálise'}|gs://blog-files-2024/all/pdf2/2016-10-22_Escola_é_melhor_do_que_lidar_com_merda_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Lar', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2016-11-04_Lar,_doce_lar.pdf
{'authors': [{'author': 'Jean Paul Sartre'}, {'author': 'Simone de Beauvoir'}], 'theme': 'O existencialismo é um humanismo', 'philosophical area': 'existencialismo'}|gs://blog-files-2024/all/pdf2/2016-11-23_O_existencialismo_é_um_humanismo_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'consciousness', 'philosophical area': 'phenomenological-existentialist'}|gs://blog-files-2024/all/pdf2/2016-12-31_Feliz_2017_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'positivity and negativity', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2017-01-07_Entre_o_positivo_e_o_negativo.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Empírico e Racional', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2017-01-13_Empírico_e_Racional.pdf
{'authors': [{'author': 'Sartre'}, {'author': 'Platão'}, {'author': 'Sócrates'}, {'author': 'CHAUI, M.'}], 'theme': 'Atitude filosófica', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2017-01-19_Atitude_filosófica_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'sentimento', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2017-01-22_Um_sentimento.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Resposta', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2017-01-29_Só_uma_resposta.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Convergência', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2017-02-13_Convergência.pdf
{'authors': [{'author': 'Espinosa'}, {'author': 'Chaui'}, {'author': 'Leibniz'}, {'author': 'Duns Scotus'}, {'author': 'Mariana'}, {'author': 'Luis Quissak'}], 'theme': 'Deus, ou seja, a Natureza', 'philosophical area': 'filosofia'}|gs://blog-files-2024/all/pdf2/2017-02-21_Deus,_ou_seja,_a_Natureza[1]_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Entre o discreto e o contínuo', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2017-03-19_Entre_o_discreto_e_o_contínuo.pdf
{'authors': [{'author': 'Tomas Hobbes'}], 'theme': 'Leviatã', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2017-03-22_Leviatã,_I,_XVI_.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Maurício Ramos'}], 'theme': 'incômodo', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2017-04-08_Incômodo_.pdf
{'authors': [{'author': 'Hobbes'}, {'author': 'Luis Quissak'}, {'author': 'Espinosa'}, {'author': 'Jean Bodin'}], 'theme': 'A dinâmica de forças que se opõe à luta de todos contra todos', 'philosophical area': 'political representation'}|gs://blog-files-2024/all/pdf2/2017-04-12_A_dinâmica_de_forças_que_se_opõe_à_luta_de_todos_contra_todos_.pdf
{'authors': [{'author': 'Bensaïd'}, {'author': 'Marx'}, {'author': 'Hugo'}, {'author': 'Marat'}, {'author': 'Robespierre'}], 'theme': 'A lei sobre o furto de madeira e o direito dos pobres', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2017-05-07_A_lei_sobre_o_furto_de_madeira_e_o_direito_dos_pobres_.pdf
{'authors': [{'author': 'Althusser'}, {'author': 'Homero Santiago'}, {'author': 'Fukuyama'}, {'author': 'Hegel'}, {'author': 'Deleuze'}], 'theme': 'Dialética sobredeterminada', 'philosophical area': 'Marxismo'}|gs://blog-files-2024/all/pdf2/2017-05-09_Dialética_sobredeterminada_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'power', 'philosophical area': 'metaphysics'}|gs://blog-files-2024/all/pdf2/2017-06-17_Nas_masmorras_do_poder.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Colação de grau', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2017-09-14_Colação_de_grau.pdf
{'authors': [{'author': 'Rousseau'}, {'author': 'Hobbes'}, {'author': 'Locke'}, {'author': 'Pufendorf'}, {'author': 'La Boetie'}], 'theme': 'A corrupção do homem', 'philosophical area': 'filosofia política'}|gs://blog-files-2024/all/pdf2/2017-09-30_A_corrupção_do_homem_.pdf
{'authors': [{'author': 'George Orwell'}, {'author': 'Heitor Aquino Ferreira'}, {'author': 'Luis Quissak'}], 'theme': 'revolução', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2017-11-05_Nada_mudou_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'metas', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2017-12-21_Pós[-meta].pdf
{'authors': [{'author': 'Schopenhauer'}, {'author': 'Kant'}], 'theme': 'Liberdade', 'philosophical area': 'Filosofia Moderna'}|gs://blog-files-2024/all/pdf2/2018-01-06_Da_definição_de_liberdade_no_Livre-arbítrio_.pdf
{'authors': [{'author': 'Schopenha'}, {'author': 'Schopenhauer'}, {'author': 'Kant'}], 'theme': 'consciência', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2018-01-11_Que_se_entende_por_consciência_.pdf
{'authors': [{'author': 'Foucault'}, {'author': 'Aristóteles'}, {'author': 'Platão'}, {'author': 'Nietzsche'}, {'author': 'Hegel'}], 'theme': 'Uma história de exclusão na filosofia', 'philosophical area': 'filosofia'}|gs://blog-files-2024/all/pdf2/2018-01-21_Uma_história_de_exclusão_na_filosofia_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'A vida como ela é', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2018-01-30_Terra_Brasilis_-_a_vida_como_ela_é.pdf
{'authors': [{'author': 'Nietzsche'}, {'author': 'Foucault'}, {'author': 'Marx'}, {'author': 'Althusser'}, {'author': 'Bacon'}, {'author': 'Newton'}, {'author': 'Durkheim'}], 'theme': 'Corpos dóceis e rentáveis', 'philosophical area': 'Genealogia da Moral'}|gs://blog-files-2024/all/pdf2/2018-02-08_Corpos_dóceis_e_rentáveis_.pdf
{'authors': [{'author': 'Schopenhauer'}, {'author': 'Kant'}], 'theme': 'A deliberação humana', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2018-02-24_A_deliberação_humana_.pdf
{'authors': [{'author': 'Daniel Wegner'}, {'author': 'Hume'}, {'author': 'Penfield'}, {'author': 'Benjamin Libet'}, {'author': 'Osvaldo Pessoa'}], 'theme': 'The conscious will is an illusion', 'philosophical area': 'Epifenomenalism'}|gs://blog-files-2024/all/pdf2/2018-03-02_Não_estamos_no_comando.pdf
{'authors': [{'author': 'William James'}, {'author': 'T. H. Huxley'}, {'author': 'Shadworth Hodgson'}, {'author': 'Faria'}, {'author': 'Osvaldo Pessoa Jr.'}, {'author': 'Luis Quissak'}], 'theme': 'epifenomenalismo', 'philosophical area': 'filosofia da mente'}|gs://blog-files-2024/all/pdf2/2018-03-09_Introdução_ao_epifenomenalismo.pdf
{'authors': [{'author': 'Vicentini'}, {'author': 'Locke'}, {'author': 'Berkeley'}, {'author': 'Nagel'}, {'author': 'Jackson'}, {'author': 'Dennett'}, {'author': 'Husserl'}, {'author': 'Mariano'}, {'author': 'Merleau-Ponty'}], 'theme': 'qualia', 'philosophical area': 'philosophy of mind'}|gs://blog-files-2024/all/pdf2/2018-03-20_Os_qualia_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Proliferação plural progressista', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2018-04-20_Proliferação_plural_progressista.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Saramago'}], 'theme': 'Terra Dois', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2018-04-30_Aparato_Terra_Dois_.pdf
{'authors': [{'author': 'Byung-Chul Han'}, {'author': 'Foucault'}, {'author': 'Luis Quissak'}], 'theme': 'Paradigmas do século XXI', 'philosophical area': 'filosofia'}|gs://blog-files-2024/all/pdf2/2018-05-27_Paradigmas_do_século_XXI[i].pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Ciência de Dados', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2018-06-05_Ciência_de_Dados.pdf
{'authors': [{'author': 'Vincetini'}, {'author': 'Levin'}, {'author': 'Nagel'}, {'author': 'Jackson'}, {'author': 'Mary'}, {'author': 'Shoemaker'}, {'author': 'Vicentini'}, {'author': 'Max Rogério'}, {'author': 'Leonardo Stoppa'}], 'theme': 'Compatibilizando os qualias com o fisicalismo', 'philosophical area': 'filosofia da mente'}|gs://blog-files-2024/all/pdf2/2018-06-06_Compatibilizando_os_qualias_com_o_fisicalismo_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'idealism and realism', 'philosophical area': 'epistemology'}|gs://blog-files-2024/all/pdf2/2018-06-08_Idealista.pdf
{'authors': [{'author': 'Pelé'}, {'author': 'Neymar'}, {'author': 'Messi'}, {'author': 'Cristiano Ronaldo'}], 'theme': 'Futebol', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2018-07-06_Nosso_Neymar.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Life', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2018-08-15_Uma_simples_equação.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Respirar e seguir', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2018-09-05_Respirar_e_seguir.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'bichinho perdido', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2018-09-12_bichinho_perdido.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Tezza'}], 'theme': 'Intersecção', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2018-09-22_Intersecção.pdf
{'authors': [{'author': 'Sartre'}, {'author': 'Jean Paul'}], 'theme': 'liberdade', 'philosophical area': 'filosofia francesa'}|gs://blog-files-2024/all/pdf2/2018-10-14_Que_é_escrever__.pdf
{'authors': [{'author': 'Jair Bolsonaro'}, {'author': 'Luis Quissak'}, {'author': 'Deus'}, {'author': 'Jesus Cristo'}], 'theme': 'The election of Jair Bolsonaro as president of Brazil', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2018-10-29_O_deus_brasileiro_é_fake.pdf
{'authors': [{'author': 'Foucault'}, {'author': 'Hume'}, {'author': 'Kant'}, {'author': 'Monica'}, {'author': 'Débora Cristina Morato Pinto'}, {'author': 'Luiz Damon Santos Moutinho'}, {'author': 'Marcus Sacrini'}, {'author': 'Monica Loyola Stival'}], 'theme': 'Genealogia e Arqueologia', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2018-12-20_Genealogia_e_Arqueologia_[i].pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Time and its influence on life', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2018-12-21_Lé_com_cré.pdf
{'authors': [{'author': 'Byung-Chul Han'}, {'author': 'Gadamer'}, {'author': 'Aristóteles'}, {'author': 'Arendt'}, {'author': 'Agamben'}, {'author': 'Gil'}], 'theme': 'Festa', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2019-01-05_Fé_na_Festa_.pdf
{'authors': [{'author': 'Putnam'}, {'author': 'Quine'}, {'author': 'Rawls'}, {'author': 'Schwartz'}, {'author': 'Stephen P.  São Paulo'}, {'author': 'Loyola'}], 'theme': 'O pragmatismo de Putnam', 'philosophical area': 'Positivismo lógico'}|gs://blog-files-2024/all/pdf2/2019-01-30_O_pragmatismo_de_Putnam[1].pdf
{'authors': [{'author': 'Wittgenstein'}, {'author': 'Russell'}, {'author': 'Schwartz'}, {'author': 'Frege'}, {'author': 'Sto Agostinho'}, {'author': 'Austin'}, {'author': 'Ryle'}], 'theme': 'Como resolver problemas filosóficos', 'philosophical area': 'Filosofia da linguagem'}|gs://blog-files-2024/all/pdf2/2019-02-27_Como_resolver_problemas_filosóficos_.pdf
{'authors': [{'author': 'Luckesi'}, {'author': 'Cipriano Carlos'}], 'theme': 'Didática e Pedagogia do Exame', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2019-03-24_Didática_e_Pedagogia_do_Exame_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Exercício mental', 'philosophical area': 'Ética e Lógica'}|gs://blog-files-2024/all/pdf2/2019-04-10_Abrangência.pdf
{'authors': [{'author': 'Russell'}, {'author': 'Berkeley'}, {'author': 'Leibniz'}], 'theme': 'The existence of the physical world', 'philosophical area': 'Metaphysics'}|gs://blog-files-2024/all/pdf2/2019-04-16_O_mundo_não_existe[i].pdf
{'authors': [{'author': 'Bertrand Russell'}, {'author': 'Marx'}], 'theme': 'O espaço físico', 'philosophical area': 'Filosofia'}|gs://blog-files-2024/all/pdf2/2019-04-24_O_espaço_físico_[i].pdf
{'authors': [{'author': 'Russell'}, {'author': 'Berkeley'}, {'author': 'Luis Quissak'}], 'theme': 'Ideias de Deus', 'philosophical area': 'Idealismo e Teoria do Conhecimento'}|gs://blog-files-2024/all/pdf2/2019-05-18_Ideias_de_Deus_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Dúvida', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2019-05-23_Acerca_da_dúvida.pdf
{'authors': [{'author': 'Russell'}, {'author': 'Luis Quissak'}], 'theme': 'indução', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2019-05-30_Sobre_a_indução_.pdf
{'authors': [{'author': 'Russell'}, {'author': 'Locke'}, {'author': 'Berkeley'}, {'author': 'Hume'}, {'author': 'Leibniz'}, {'author': 'Descartes'}, {'author': 'Kant'}, {'author': 'Aristóteles'}, {'author': 'Sócrates'}, {'author': 'Pedro'}, {'author': 'João'}, {'author': 'Paulo'}, {'author': 'Celso'}], 'theme': 'Princípios lógicos', 'philosophical area': 'teoria do conhecimento'}|gs://blog-files-2024/all/pdf2/2019-06-08_Princípios_lógicos_.pdf
{'authors': [{'author': 'Russell'}, {'author': 'Kant'}, {'author': 'Hume'}], 'theme': 'A mente que liga o mundo', 'philosophical area': 'Epistemologia'}|gs://blog-files-2024/all/pdf2/2019-06-23_A_mente_que_liga_o_mundo_.pdf
{'authors': [{'author': 'Russell'}, {'author': 'Platão'}, {'author': 'Berkeley'}, {'author': 'Kant'}, {'author': 'Espinosa'}, {'author': 'Bradley'}, {'author': 'Leibniz'}, {'author': 'Berkeley'}, {'author': 'Hume'}], 'theme': 'relações', 'philosophical area': 'metafísica'}|gs://blog-files-2024/all/pdf2/2019-06-26_Russell_platônico[i].pdf
{'authors': [{'author': 'Russell'}, {'author': 'Luis Quissak'}], 'theme': 'O conhecimento a priori lida com relações universais', 'philosophical area': 'Epistemologia'}|gs://blog-files-2024/all/pdf2/2019-07-06_O_conhecimento_a_priori_lida_com_relações_universais[i].pdf
{'authors': [{'author': 'Russell'}], 'theme': 'Graus de autoevidência', 'philosophical area': 'Epistemologia'}|gs://blog-files-2024/all/pdf2/2019-07-15_Graus_de_autoevidência_.pdf
{'authors': [{'author': 'Russell'}, {'author': 'Luis Quissak'}], 'theme': 'A unidade complexa de Russell', 'philosophical area': 'Filosofia'}|gs://blog-files-2024/all/pdf2/2019-07-16_A_unidade_complexa_de_Russell_.pdf
{'authors': [{'author': 'Russell'}, {'author': 'Luis Quissak'}], 'theme': 'Do conhecimento à opinião há erro', 'philosophical area': 'Epistemologia'}|gs://blog-files-2024/all/pdf2/2019-08-26_Do_conhecimento_à_opinião_há_erro_.pdf
{'authors': [{'author': 'Hegel'}, {'author': 'Russell'}, {'author': 'Cantor'}, {'author': 'Kant'}], 'theme': 'Criticismo Filosófico', 'philosophical area': 'Metafísica'}|gs://blog-files-2024/all/pdf2/2019-09-15_Criticismo_Filosófico_[i].pdf
{'authors': [{'author': 'Russell'}, {'author': 'Luis Quissak'}], 'theme': 'valor da filosofia', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2019-09-30_Cidadãos_do_Universo_.pdf
{'authors': [{'author': 'THALHEIMER'}, {'author': 'Luis Quissak'}], 'theme': 'Repouso', 'philosophical area': 'Materialismo Dialético'}|gs://blog-files-2024/all/pdf2/2019-10-19_Repouso[i].pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'vazio-de-si', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2019-11-30_Parasita[i].pdf
{'authors': [{'author': 'Russell'}, {'author': 'Descartes'}, {'author': 'Berkeley'}], 'theme': 'knowledge', 'philosophical area': 'epistemology'}|gs://blog-files-2024/all/pdf2/2019-12-05_Sobre_mesa[i].pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'sobrevivência', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2020-01-16_Filosofia_da_Sobrevivência.pdf
{'authors': [{'author': 'Pessoa'}, {'author': 'Raymond Kurzweil'}, {'author': 'Turing'}, {'author': 'Osvaldo Pessoa Jr.'}], 'theme': 'A consciência da ginoide', 'philosophical area': 'Funcionalismo vs. Substancialismo'}|gs://blog-files-2024/all/pdf2/2020-01-26_A_consciência_da_ginoide[i].pdf
{'authors': [{'author': 'Putman'}], 'theme': 'The soul is just a function', 'philosophical area': 'Philosophy of Mind'}|gs://blog-files-2024/all/pdf2/2020-01-28_The_soul_is_just_a_function_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'identity', 'philosophical area': 'philosophy of mind'}|gs://blog-files-2024/all/pdf2/2020-02-12_Preliminares_da_teoria_da_identidade.pdf
{'authors': [{'author': 'Pessoa'}, {'author': 'Platão'}, {'author': 'Ockham'}, {'author': 'Luis Quissak'}], 'theme': 'identity', 'philosophical area': 'philosophy'}|gs://blog-files-2024/all/pdf2/2020-02-19__Duas_acepções_de_identidade[i].pdf
{'authors': [{'author': 'Rupert Sheldrake'}, {'author': 'Robert Lawrence Kuhn'}], 'theme': 'consciousness of the Universe', 'philosophical area': 'materialism'}|gs://blog-files-2024/all/pdf2/2020-03-03_The_consciousness_of_the_Universe[i].pdf
{'authors': [{'author': 'Kant'}, {'author': 'Rousseau'}, {'author': 'Camus'}, {'author': 'Luis Quissak'}], 'theme': 'Conscience', 'philosophical area': 'Philosophy of Mind'}|gs://blog-files-2024/all/pdf2/2020-03-03_Uma_consciência,_uma_dificuldade.pdf
{'authors': [{'author': 'El-Hani & Queiroz'}, {'author': 'Pessoa'}, {'author': 'George Henry Lewes'}, {'author': 'Conwy Lloyd Morgan'}, {'author': 'Charlie Dunbar Broad'}, {'author': 'Roger Sperry'}, {'author': 'Jaegwon Kim'}], 'theme': 'Emergentismo', 'philosophical area': 'Filosofia da Mente'}|gs://blog-files-2024/all/pdf2/2020-03-08_Emergentismo.pdf
{'authors': [{'author': 'Eben Alexander'}, {'author': 'Penfield'}, {'author': 'Luis Quissak'}], 'theme': 'Is there afterlife?', 'philosophical area': 'consciousness'}|gs://blog-files-2024/all/pdf2/2020-03-14_Is_there_afterlife_[i].pdf
{'authors': [{'author': 'Claudio Costa'}, {'author': 'Derek Parfit'}, {'author': 'Peter Unger'}, {'author': 'Robert Nozick'}, {'author': 'Locke'}, {'author': 'Lady Di'}, {'author': 'Arafat'}, {'author': 'Sharon'}, {'author': 'Sydney Shoemaker'}], 'theme': 'Mesmidade', 'philosophical area': 'Filosofia da Mente'}|gs://blog-files-2024/all/pdf2/2020-03-25_Critérios_de_Mesmidade[i].pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Terraplanismo', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2020-03-26_Terraplanismo.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'The poem is about the importance of seeing beyond what we want to see and recognizing the existence of things that we may not want to acknowledge.', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2020-03-28_Não_tem_ninguém_na_rua.pdf
{'authors': [{'author': 'RLK'}, {'author': 'Thalia Wheatley'}, {'author': 'Daniel Wegner'}, {'author': 'Robert Lawrence Kuhn'}], 'theme': 'Decoupling the decision', 'philosophical area': 'Philosophy of Free Will'}|gs://blog-files-2024/all/pdf2/2020-04-01_Decoupling_the_decision[i].pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Doria'}, {'author': 'Trajano'}], 'theme': 'COVID-19', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2020-04-07_Nunca_fomos_tão_burgueses.pdf
{'authors': [{'author': 'Candiotto'}, {'author': 'Searle'}, {'author': 'Descartes'}, {'author': 'Marx'}, {'author': 'Weber'}, {'author': 'Candiotto'}, {'author': 'Searle'}, {'author': 'Kleber Bez B. Candiotto'}], 'theme': 'A consciência subjetiva é parte da realidade', 'philosophical area': 'filosofia analítica'}|gs://blog-files-2024/all/pdf2/2020-04-10_A_consciência_subjetiva_é_parte_da_realidade_.pdf
{'authors': [{'author': 'Dennett'}], 'theme': 'consciousness', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2020-04-14_The_Equator_Line[i].pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'coronga', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2020-04-18_Xô_coronga.pdf
{'authors': [{'author': 'Searle'}, {'author': 'Dennett'}, {'author': 'Luis Quissak'}], 'theme': 'intencionalidade', 'philosophical area': 'filosofia da mente'}|gs://blog-files-2024/all/pdf2/2020-04-27_Introdução_à_intencionalidade_em_Searle[i].pdf
{'authors': [{'author': 'Rebecca Newberger Goldstein'}, {'author': 'Aristotle'}], 'theme': 'consciousness', 'philosophical area': 'dualism'}|gs://blog-files-2024/all/pdf2/2020-04-28_Forget_to_learn_about_consciousness_for_a_while[i].pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'J. Searle'}], 'theme': 'Psicologia Popular', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2020-05-02_Psicologia_Popular_.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Thomas Nagel'}, {'author': 'Fodor'}, {'author': 'Searle'}], 'theme': 'Mente gorda ou mente magra', 'philosophical area': 'filosofia da mente'}|gs://blog-files-2024/all/pdf2/2020-05-09_Mente_gorda_ou_mente_magra_.pdf
{'authors': [{'author': 'Descartes'}, {'author': 'Luis Quissak'}, {'author': 'Hobbes'}, {'author': 'Freud'}, {'author': 'Ryle'}, {'author': 'Galileu'}, {'author': 'Dickens'}], 'theme': 'O MITO DE DESCARTES', 'philosophical area': 'Crítica de uma teoria dita oficial acerca da mente e seu lugar na natureza.'}|gs://blog-files-2024/all/pdf2/2020-05-25_O_MITO_DE_DESCARTES[i].pdf
{'authors': [{'author': 'Ronald McIntyre'}, {'author': 'Searle'}, {'author': 'Husserl'}], 'theme': 'Intentionality', 'philosophical area': 'phenomenology'}|gs://blog-files-2024/all/pdf2/2020-05-30_Searle_on_Intentionality[i].pdf
{'authors': [{'author': 'Sílvio de Almeida'}, {'author': 'Luis Quissak'}], 'theme': 'Livre direito de manifestação', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2020-06-18_Livre_direito_de_manifestação.pdf
{'authors': [{'author': 'Dreyfus'}, {'author': 'Merleau-Ponty'}, {'author': 'Descartes'}, {'author': 'Husserl'}], 'theme': 'Telepresence', 'philosophical area': 'Phenomenology'}|gs://blog-files-2024/all/pdf2/2020-06-29_A_crença_primordial_na_realidade_do_mundo[i].pdf
{'authors': [{'author': 'Eric J. Hobsbawm'}, {'author': 'Luis Quissak'}], 'theme': 'Quebrar as máquinas', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2020-07-09_Quebrar_as_máquinas.pdf
{'authors': [{'author': 'Deleuze'}, {'author': 'Guattari'}, {'author': 'Kant'}, {'author': 'Hume'}, {'author': 'Descartes'}, {'author': 'Foucault'}], 'theme': 'Filosofia e o conceito', 'philosophical area': 'fenomenologia'}|gs://blog-files-2024/all/pdf2/2020-07-21_A_Filosofia_e_o_conceito.pdf
{'authors': [{'author': 'Kant'}, {'author': 'Hume'}, {'author': 'Descartes'}, {'author': 'Osborne, Richard'}, {'author': 'Law, Stephen'}], 'theme': 'pensamento kantiano', 'philosophical area': 'filosofia'}|gs://blog-files-2024/all/pdf2/2020-07-28_Guia_introdutório_ao_pensamento_kantiano[i].pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'O mistério das coisas', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2020-08-16_O_mistério_das_coisas.pdf
{'authors': [{'author': 'Marx'}, {'author': 'Luis Quissak'}, {'author': 'Jesus'}, {'author': 'Walmor Oliveira de Azevedo'}, {'author': 'Francisco'}], 'theme': 'Religion', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2020-08-22__A_religião_é_a_merda_do_povo.pdf
