summ;url
"O texto ""Infinito - 11/04/2015"" inicia comparando a quantidade de pensamentos no mundo com a quantidade de estrelas no céu, argumentando que, com bilhões de pessoas pensando o tempo todo, o número de pensamentos deve ser enorme, até mesmo maior que a quantidade de estrelas.  O autor então questiona a qualidade desses pensamentos, indagando quantos são originais, radicais e criativos. Ele destaca que o mundo é uma máquina de produção de conhecimento, tanto sobre coisas externas quanto sobre ideias puras, e que para cada ideia, inúmeras divergências e pontos de vista podem ser criados.   O autor destaca a singularidade e beleza da diversidade de pensamentos, e a forma como cada indivíduo é composto por uma combinação única de átomos, moléculas, neurônios e cromossomos, que estão em constante mudança. Ele argumenta que essa riqueza de conhecimento é acessível a todos, e que o conhecimento é interminável, ressaltando a existência de inúmeros grandes filósofos, cientistas, escritores e pensadores.   O texto então se volta para a vida, afirmando que ela também é interminável, embora tenha um fim. Para o autor, a vida é interminável porque algo se rompe quando a vida termina, algo permanece incompleto. Essa ideia de incompletude se conecta à capacidade humana de pensar e aprender, que é um processo contínuo e que nunca termina.   O autor considera a democracia como um exemplo positivo da possibilidade de pensar e aprender, argumentando que o acesso ao conhecimento é fundamental. Ele conclui o texto com a ideia de que, assim como o conhecimento, a vida também é interminável, e que todos nós, em nossa capacidade de pensar, somos parte dessa vastidão de pensamentos, que se compara à imensidão do universo.   O texto não apresenta nenhuma imagem, tabela ou gráfico.  "; gs://blog-files-2024/all/pdf2/2015-04-11_Infinito.pdf
"A resenha aborda as Orientações Curriculares para o Ensino Médio, ano de 2006, no que se refere ao ensino de Filosofia. O documento, proposto pelo Ministério da Educação, visa auxiliar na organização do trabalho pedagógico, abordando a relação ensino-aprendizagem, e é resultado da reflexão e do estudo de diversos profissionais da área.   O texto enfatiza a importância da Filosofia no Ensino Médio, apesar de não ser obrigatória nesse nível de escolaridade. A presença da Filosofia nos PCN anteriores era apenas transversal, o que resultou em um hiato na consolidação da disciplina, com consequências para a formação de professores, procedimentos pedagógicos e recursos materiais, além de não ter sido devidamente explorado o seu papel formador e específico nesse nível de ensino. O documento, revisando os PCN anteriores, evita impor doutrinas, mas deixa o professor livre para defender suas posições e orientação filosófica, sem sufocar os alunos.   O documento também define a identidade da Filosofia como ciência do questionamento e da reflexão, que não se restringe a objetos exteriores, mas visa analisar a forma como os objetos nos são dados. É uma crítica social e ideológica que vai além da cidadania. Aborda também os objetivos da Filosofia no Ensino Médio, que visam a aquisição de conhecimentos, o desenvolvimento da capacidade de refletir, a formação de um conhecimento duradouro, rico e diversificado, além da formação crítica e não somente técnica, que possibilita aquisição de competências comunicativas e argumentativas.  O texto ainda descreve as competências e habilidades que o ensino de Filosofia deve promover: a capacidade de analisar um problema sobre diferentes aspectos e de realizar um aprofundamento das questões que o problema levanta, além de desenvolver a capacidade discursivo-filosófica, que permite uma autonomia e o exercício da cidadania, e a capacidade de reflexão. É importante também que o aluno tenha contato com conteúdos provenientes da história da filosofia, pois ""sem ela, não se filosofa"".  O documento propõe uma lista de temas que perpassa a história da filosofia, de acordo com o currículo mínimo de um curso de graduação, recomendando que se trabalhe o conceito ao invés de um amontoado de ideias a serem decoradas. A metodologia ideal deve utilizar o texto histórico, evitando a doutrinação e promovendo o embasamento e o método de investigação filosófica, valorizando o professor formado em filosofia que dê conta da especificidade do conteúdo histórico e seja capaz de confrontá-lo com temas atuais, para promover a reflexão dos alunos que estão no nível médio do ensino. Assim, a Filosofia pode atuar ativamente na formação do jovem e conversar com as demais disciplinas, recuperando a sua excelência e importância no Ensino Médio.  "; gs://blog-files-2024/all/pdf2/2015-04-15_Resenha_das_Orientações_Curriculares_para_o_Ensino_Médio,_ano_2006..pdf
"O documento é um texto reflexivo sobre a fenomenologia de Husserl e a leitura que Sartre faz de tal filosofia, escrito por um sujeito que se considera um ""bicho-homem"" e que tem dúvidas sobre a sua capacidade de entender a Filosofia.   O autor questiona se a consciência é vazia conforme Sartre argumenta, o que o levaria a crer que o Homem é mais Animal do que Racional, visto que a consciência irrefletida, segundo ele, se coloca como o principal polo de imanência.  Ele acredita que a consciência irrefletida o coloca em uma relação imediata com o mundo, guiada pelo mundo no momento.  O autor afirma que, nesse sentido, o seu ser-no-mundo é existencial,  mas admite que está fugindo do contexto e da evolução do pensamento sartreano, pois esse ainda não abordava o existencialismo.   Segundo ele, a consciência irrefletida é atingida pelo mundo de forma intensa, instantânea e inexorável,  e atinge mais um animal do que um racional.  Ele acrescenta que com a visada atual de uma consciência reflexiva, que tem como objeto a consciência refletida, o Homem é ainda mais Animal do que Racional, pois o animal visa primeiro o mundo e depois a si mesmo, tornando-se racional.   O autor acredita que o Homem é muito mais Animal do que Racional, pois o EU só se verifica na consciência reflexiva e, portanto, o EU do mundo é anterior, com muito menos força do que o EU da consciência irrefletida. O EU atual depende do EU passado e, por isso, se guia pelas experiências do EU passado e é inventado.   A consciência irrefletida é, portanto,  um passo à frente do EU reflexivo, pois o ego transcendental está sempre à frente do ego inventado.  O ego transcendental é a primeira pessoa do sujeito, mas está atrelado ao mundo, e o EU atual se fia nas experiências do ego inventado, tornando-se muito mais determinado e dependente das experiências dele.  O autor conclui dizendo que deve estudar mais a fenomenologia de Husserl e a leitura que Sartre faz dela para tentar elucidar esse mistério, atribuindo muita liberdade à consciência irrefletida quando age na situação, sem reflexão.   O documento não contém imagens, tabelas ou gráficos.  "; gs://blog-files-2024/all/pdf2/2015-04-18_Bicho_Homem.pdf
"O documento ""Movimento Fenomenológico"" descreve o movimento fenomenológico e a metodologia de Edmund Husserl. Segundo o documento, Husserl propôs que a filosofia deveria ser um trabalho coletivo, com base em um critério geral de cientificidade, o reconhecimento intersubjetivo da validade de certos conteúdos teóricos e procedimentos metodológicos. A validade de tais conteúdos se daria por um acordo entre os pesquisadores, o que garantiria a progressão colaborativa da filosofia.  O documento salienta que a filosofia tradicionalmente segue um método de desenvolvimento baseado em sistemas criados por um único indivíduo, o que tende a isolar os estudiosos. Por outro lado, o movimento fenomenológico visa a construir um saber colaborativo que considera a experiência como um processo inesgotável.  A metodologia de Husserl se baseia na redução eidética e na redução fenomenológica transcendental. A redução eidética visa analisar a essência (eidos) dos objetos de estudo, enquanto a redução fenomenológica transcendental visa a análise das condições subjetivas de possibilidade do conhecimento.  A fenomenologia é um método para tratar questões transcendentais, que não se ocupam com os atributos sensíveis dos objetos. A crítica é um elemento central na fenomenologia, pois se volta para as capacidades subjetivas do conhecimento, buscando compreender os modos de acesso aos fenômenos.   A suspensão da vigência do ser das coisas é uma característica central da fenomenologia. Esse método visa a tornar visível como o sentido das coisas é constituído a partir do seu aparecer fenomenal. A intuição permite que se entenda como a experiência é possível.  O documento destaca a necessidade de reduzir o ser ao fenômeno, a fim de explicitar os pressupostos do conhecimento objetivo. A radicalidade da fenomenologia se encontra na suspensão do ser pelo aparecer, ou seja, na compreensão de que o conhecimento não se origina da realidade objetiva, mas das condições subjetivas de possibilidade do conhecimento.  O documento menciona que a fenomenologia de Husserl não foi compreendida em sua época. Existem diversos autores que resistem aos princípios básicos da fenomenologia, como Jean-Paul Sartre, por exemplo.  No final do documento, há uma referência a notas de aula de História da Filosofia Contemporânea do professor Marcus Sacrini. "; gs://blog-files-2024/all/pdf2/2015-04-24_Movimento_Fenomenológico_.pdf
A aula de Didática, ocorrida no dia primeiro de maio de dois mil e quinze, discutiu a importância de se considerar os diversos tipos de currículo que influenciam a educação dos alunos.   O currículo formal se refere ao que é explicitado nos documentos oficiais, como livros didáticos e planos de aula. O currículo real se refere àquilo que de fato acontece na prática, incluindo desvios do planejamento e adaptações, enquanto o currículo oculto se refere ao que os alunos aprendem, mas que não está explicitamente definido nos documentos, como, por exemplo, as normas sociais, a hierarquia na escola e as expectativas de comportamento.   A discussão na aula explorou as relações entre os três tipos de currículo e o papel da escola na formação de cidadãos conscientes e participativos. Os alunos, inicialmente, questionaram a capacidade da escola de promover a formação de cidadãos conscientes, uma vez que a sociedade, em geral, apresenta comportamentos que não refletem a cultura da civilidade.   Diversas questões foram levantadas durante a aula, como a necessidade de se considerar as dificuldades e desigualdades sociais que permeiam o espaço escolar e a importância de se promover a empatia e a responsabilidade social.   A importância de se considerar os desafios da vida real e a necessidade de se construir uma relação de respeito mútuo na escola foram outros pontos abordados. Os alunos também discutiram a importância de se promover uma educação que incentive a participação ativa e a transformação do espaço escolar.   A aula explorou a complexidade do processo de aprendizagem, considerando os diferentes tipos de currículo e a necessidade de se construir uma educação mais crítica, reflexiva e consciente, que esteja atenta às necessidades da sociedade e promova a formação de cidadãos éticos e responsáveis.  ; gs://blog-files-2024/all/pdf2/2015-05-01_Aula_de_Didática_.pdf
"O texto ""Distanciamento e intimidade com o mundo"" é uma resenha do artigo ""Por que filósofo?"" de José Arthur Giannotti.   O autor do texto, José Arthur Giannotti, defende que a filosofia é um exercício de distanciamento e intimidade com o mundo, através do qual o filósofo busca compreender o mundo através da lente de outros filósofos. É um processo de perpetuação de ideias, em que novas ideias surgem a partir das ideias preexistentes, sendo um exercício autônomo, mas ao mesmo tempo dependente, que molda a história do pensamento humano.   O autor argumenta que o exercício da filosofia é um ato científico, pois apresenta resultados objetivos e, ao mesmo tempo, subjetivo, permitindo análise por diferentes sujeitos, o que garante sua perpetuação.    Giannotti menciona o filósofo acadêmico, que, apesar de ser financiado pelo Estado, mantém um caráter subversivo, atuando como um legislador, iluminando o povo, como propõe Rousseau, ou como o escritor proposto por Sartre, que, da academia, faz reflexões para o mundo.   O filósofo não deve se contentar apenas com o discurso, mas sim, com a interação, o diálogo, a prática, aproximando-se dos outros e, assim, libertando-se da influência do Estado. Ele defende que a própria ciência, que se autoproclama neutra e autônoma, precisa ser mais aplicada e menos teórica.    Giannotti conclui o texto argumentando que o filósofo deve ter consciência do impacto de suas palavras e ações, buscando diminuir as diferenças entre filósofos e não filósofos, difundindo suas reflexões e ideias na sociedade.  "; gs://blog-files-2024/all/pdf2/2015-05-06_Distanciamento_e_intimidade_com_o_mundo_.pdf
"O texto fala da busca pela felicidade e do significado da vida através da metáfora de um buraco. O autor argumenta que, apesar de sermos levados a buscar algo que nos preencha, a busca em si é um buraco que nos consome e nos frustra.  O autor afirma que a busca pela felicidade é um ciclo vicioso, que nos faz cair em um buraco sem fundo e nos impede de encontrarmos paz. Ele descreve as características desse buraco: escuro, frio, quente, cheio de água e poeira, onde podemos ser engolidos pela falta de saída.  No entanto, o autor propõe um caminho para lidar com a busca pela felicidade: em vez de buscar algo que nos preencha, o autor propõe que cultivemos o nosso próprio buraco, que o tornemos nosso. Ele argumenta que, ao invés de tentarmos preencher o vazio que sentimos, devemos abraçá-lo como parte de quem somos e nos dedicarmos a cultivá-lo de acordo com a nossa própria visão.  O texto finaliza com uma frase que resume essa ideia: ""Buraco, buraquinho, buracão. Grande ou pequeno, limpo ou sujo: é o meu buraco. Não é onde me escondo, é onde me crio. É o meu buraco."""; gs://blog-files-2024/all/pdf2/2015-05-09_Do_buraco_a_filosofia_saiu_e_no_buraco_ela_ficou.pdf
O texto aborda a questão da existência de Deus, particularmente a partir da perspectiva dos ateus que o consideram uma criação humana, com o objetivo de dar sentido e objetividade à fragilidade da vida. O autor questiona essa perspectiva, argumentando que a própria filosofia, desde Aristóteles com a metafísica até Kant, que a sepultou, se aventurou nesse terreno, sem chegar a uma conclusão definitiva.   A ideia central é que a própria capacidade humana de questionar sobre a origem de tudo, a ciência e o conhecimento, são invenções do próprio homem, e essa argumentação circular impede de chegar a uma explicação definitiva. O autor conclui que se há algo exterior ao homem, só pode ser admitido e não explicado, e que, portanto, a única resposta possível para a existência de Deus reside na fé. ; gs://blog-files-2024/all/pdf2/2015-05-19_Breve_comentário_sobre_a_religião.pdf
"O texto, intitulado ""Ciência do Pensamento"", inicia com a reflexão sobre a natureza do pensamento humano como característica que nos distingue dos animais, permitindo-nos a autonomia e a capacidade de raciocinar, tomar decisões e desenvolver a ciência. O pensamento é apresentado como a base da ciência e o meio através do qual a teoria se expressa.  O texto destaca a distinção entre a perspectiva científica e filosófica sobre o pensamento. Para a neurologia, o pensamento é um objeto físico, enquanto para a psicologia, é um objeto psíquico. Para a filosofia, o pensamento é um objeto abstratamente separado de um corpo e universalmente separado de um sujeito, existindo em si mesmo.  A discussão então questiona se tratar a filosofia como ciência do pensamento objetivado em si, separado, poderia levá-la a ser considerada uma ciência do vazio ou com menor utilidade. O texto argumenta que não, pois o pensamento está presente em todas as nossas ações, como na resolução de problemas matemáticos, na lógica e no conhecimento do mundo.   Em seguida, o texto explora a natureza da filosofia como reflexão sobre as coisas e sobre nós mesmos, possibilitando uma desconstrução da realidade e uma emancipação através do pensamento. A filosofia se utiliza do discurso racional, mas não segue regras pré-determinadas, sendo a coerência interna o critério fundamental.   O texto utiliza o exemplo da frase ""Quem tem tudo não tem nada"" para ilustrar a capacidade de pensar filosóficamente, utilizando o raciocínio lógico para chegar a uma conclusão, mesmo que essa conclusão possa parecer vaga. A frase, apesar de não ter um significado definido, permite questionar a relação entre a posse e o sentido da vida, desafiando o leitor a refletir sobre seus próprios valores.  Por fim, o texto enfatiza a importância do exercício filosófico para a construção de um discurso coerente e emancipador. A prática da filosofia nos permite pensar sobre o que pensamos, desenvolvendo uma ciência do pensamento que pode mudar a nossa percepção do mundo e de nós mesmos. "; gs://blog-files-2024/all/pdf2/2015-05-22_Ciência_do_pensamento.pdf
O texto aborda o tema das dificuldades, as quais, segundo o autor, estão presentes em todos os aspectos da vida. O autor argumenta que a realidade constantemente nos desafia, exigindo que façamos algo, seja através de convites ou de chamados.  A busca por realizar algo gera dificuldades, já que as situações e as exigências são diferentes a cada momento.    O autor destaca que manter um discurso coerente ou seguir uma linha de pensamento é desafiador. Ele enfatiza a importância da articulação de um discurso e a necessidade de gerar confiança para que o mundo responda às nossas necessidades.   O texto também analisa as dificuldades que criamos para nós mesmos, muitas vezes por buscarmos uma zona de conforto que nos promete uma vida longa. No entanto, o autor alerta que o conforto pode nos levar a um conflito, pois a dificuldade pode surgir tanto nessa zona de conforto como na ação, na abertura para o novo. Ele destaca que sempre há algo novo, mesmo que queiramos transformá-lo ou tratá-lo como algo velho.    O texto conclui que viver não é fácil e que a dificuldade, em sua natureza, pode ser tanto boa quanto ruim. O autor enfatiza a importância de ser forte diante das dificuldades e de conciliar a realidade com elas. Ele aconselha que, se a realidade for muito difícil, devemos facilitar, e se a dificuldade for muito real, devemos encará-la.  ; gs://blog-files-2024/all/pdf2/2015-05-23_Dificuldades.pdf
O texto é um diálogo com a filosofia. O autor começa descrevendo sua admiração pela filosofia que conheceu como uma filosofia de libertação e inversão. Ele se apaixonou por essa filosofia, mas ao buscar conhecer o que estava do outro lado, se deparou com a realidade cruel do mundo, com a humanidade desamparada. A filosofia o havia enganado, levando-o a crer que poderiam ficar sozinhos, mas na verdade ela pertencia ao mundo e o traía ao não o deixar conhecer esse mundo.  O autor, então, parte em busca da verdade, deixando para trás o encanto da filosofia e descobrindo a realidade do mundo, um mundo ansioso, carente, potencialmente infinito e triste, doloroso e injusto. Percebe a falha da composição material do mundo, com cada corpo se perdendo em si mesmo e buscando apenas a si próprio.  O final do texto descreve a realidade das ruas como um amontoado de corpos mutilados, cada um em sua tristeza, e mostra que a filosofia não é Deus, mas sim uma parte do mundo, a outra face da realidade. O autor se questiona sobre a porta para a qual ele é levado e se deve abri-la.   A imagem é uma página em branco, o que pode simbolizar a busca pela verdade, a procura por respostas e o vazio que pode ser preenchido com a compreensão do mundo e da filosofia.  ; gs://blog-files-2024/all/pdf2/2015-06-19_A_Filosofia_como_objeto.pdf
"O texto reflete sobre a vida e a morte, utilizando a metáfora do campo de ação que, apesar de ser limitado, sempre se renova com o ""novo saber"" e o ""novo conhecer"". O autor sugere que o importante é viver o presente, sem pressa e sem tanta calma, fazendo o que for possível e aprendendo com o que se pode.   O texto aponta para a existência de uma ""potência no futuro"" que, apesar de desconhecida, abre a possibilidade de superar a morte,  vivendo em ciclos que se repetem, como se cada ciclo fosse uma bola.   A mensagem principal do texto é a de que sempre haverá um novo começo, porque o conhecimento e as experiências são renovadas continuamente.  Assim, devemos ter tranquilidade em relação ao presente, pois sempre haverá novas oportunidades para aprender e realizar. "; gs://blog-files-2024/all/pdf2/2015-06-27_A_Morte.pdf
O texto trata da necessidade da filosofia no processo de aprendizagem, defendendo que o aprendizado ocorre por meio de níveis de representação. Cada pessoa traz consigo um conjunto de conhecimentos e percepções do mundo, que são aprimorados pela educação.  O texto argumenta que o processo de aprendizagem por representações é similar ao conceito de paradigmas de Khun, em que ocorrem rupturas, ou seja, saltos qualitativos, que levam a novas formas de pensar. Esse processo é diferente do modelo de educação bancária, onde o aprendizado se dá por acréscimos, de forma gradual e quantitativa.  A dificuldade em determinar se o aprendizado realmente ocorreu e a necessidade de tempo para alcançar um novo nível de compreensão demonstram a complexidade do processo. O autor defende que a transmissão de conteúdos pode ser útil em algumas situações, mas não se compara à capacidade crítica e reflexiva que se desenvolve por meio da aprendizagem por representações.  O texto destaca a importância do método pedagógico construtivista, que não se baseia em receitas prontas, mas sim em uma busca por conhecimento desafiadora e individualizada. Cada pessoa tem seu próprio ritmo de aprendizagem e sua própria filosofia, e não há consenso sobre a definição de filosofia ou qual o melhor método de ensino.  O autor argumenta que a filosofia é essencial para a educação porque oferece um ponto de referência para a abrangência necessária ao material prático. A multiplicidade de abordagens filosóficas permite questionar e reorientar o processo de ensino e aprendizagem, buscando soluções inovadoras e evitando a competição e a busca por respostas prontas. A filosofia incentiva a investigação, a crítica e a busca por novos conhecimentos, quebrando paradigmas e abrindo novas possibilidades de compreensão do mundo. ; gs://blog-files-2024/all/pdf2/2015-07-10_A_necessidade_da_filosofia.pdf
O texto trata de dois condicionantes para uma pseudo análise social, ou seja, fatores que podem influenciar a forma como analisamos comportamentos sociais.  O primeiro condicionante é que devemos ter cuidado para não sobrecarregar um indivíduo com a responsabilidade por uma situação, quando, na realidade, o sistema em que ele está inserido é o principal responsável pela situação. É importante lembrar que cada caso deve ser analisado individualmente, considerando as limitações e as possibilidades de ação do indivíduo dentro do sistema em que está inserido. A influência do sistema é tão grande que a desvantagem inerente a essa correlação de forças pode até mesmo fazer com que certos casos sejam analisados de forma diferente. O autor deixa claro que a conclusão de que o sistema tem influência não significa omissão ou isenção de responsabilidades, mas sim uma análise coerente com uma época em que o sistema é tão abstrato e implacável que nos cerceia e conduz nossas ações.   O segundo condicionante é a falta de informação ou a dificuldade de acesso à informação, o que pode nos levar a culpar alguém erroneamente. É preciso considerar que a informação que temos acesso é limitada e que o sistema privilegia a competição. O autor defende que, neste caso, a melhor atitude é procurar se orientar com a informação que temos acesso e não tentar passar adiante informações que não podemos confirmar, pois isso pode acabar prejudicando alguém.   Em resumo, o autor sugere que, ao analisarmos comportamentos sociais, devemos ter cuidado para não sobrecarregar as pessoas com responsabilidades que não são delas, e para considerar as limitações e as possibilidades de ação dos indivíduos dentro do sistema em que estão inseridos. Além disso, é importante ter em mente que a informação que temos acesso é limitada e que o sistema muitas vezes privilegia a competição, o que pode nos levar a conclusões errôneas.    O texto não contém imagens, tabelas ou gráficos.  ; gs://blog-files-2024/all/pdf2/2015-07-14_Dois_condicionantes_para_uma_pseudo_análise_social.pdf
"O documento, intitulado ""Como Economizar Energia Mental"", é um ensaio sobre a economia da ciência. Ele argumenta que o objetivo da ciência é substituir ou guardar experiências pela reprodução ou antecipação dos fatos no pensamento. Para isso, a ciência utiliza a linguagem e a memória, que são instrumentos econômicos e, em especial, a linguagem escrita, que se transforma gradualmente em um sinal universal ideal.  O autor argumenta que a reprodução de fatos no pensamento é sempre feita por abstrações. A natureza é composta de sensações como seus elementos e nela não existe coisa que não se altere. O mundo não é composto de coisas como seus elementos, mas de cores, tons, pressões, espaços, tempos que são as sensações individuais. Portanto, a reprodução dos fatos começa com os compostos mais duráveis e familiares e, em seguida, é complementada com as coisas mais incomuns por meio de correções.  O ensaio então aborda o conceito de causa e efeito, argumentando que não há causa e efeito na natureza; a natureza só tem uma existência individual. A conexão entre causa e efeito somente existe na abstração que fazemos para reproduzir os fatos mentalmente. O autor cita Hume, que rejeita a causalidade e reconhece somente uma sucessão habitual no tempo, e Kant, que corrige Hume e reconhece a necessidade da conexão entre A e B, mas não pela simples observação, e sim por meio de um conceito inato ou categoria da mente.   O documento ainda argumenta que as ciências descritivas, por reconstruir uma grande quantidade de fatos, tentam agrupá-los em uma expressão única. A lei de refração, por exemplo, não existe na natureza, mas é uma regra sucinta, inventada por nós para a reconstrução mental de um fato, e somente para sua reconstrução em parte, isto é, sobre seu aspecto geométrico.  Em seguida, o documento trata das ciências matemáticas, argumentando que elas são as mais economicamente desenvolvidas porque resumem fatos em um pequeno número de elementos, como a mecânica que se baseia em espaço, tempo e massa. Ao utilizar a matemática se aproveitam das noções de contagem, seja pelas operações numéricas ou aritméticas, seja pelas reduções obtidas pela álgebra. A matemática é o método de substituir, de maneira mais compreensiva e econômica possível, novas operações numéricas por antigas que já tenham os resultados conhecidos.  O autor argumenta que, frequentemente, operações envolvendo intenso esforço mental podem ser substituídas pela ação de rotinas mecânicas, com grande ganho de tempo e evitando fadiga. Através de operações matemáticas pode ocorrer um completo relaxamento da mente que pode ser poupada para tarefas importantes. A ciência deve se aplicar em utilizar o trabalho científico sempre que possível, evitando esforço mecânico dispendioso, poupando energia.  O documento, então, trata da física, que também fornece exemplos dessa economia de pensamentos. No pequeno tempo de vida do homem e com sua capacidade limitada de armazenar conhecimentos, o papel da ciência é associar o menor numero possível de pensamentos que abarquem os fatos possíveis, propiciando máximo de economia mental.  O autor ainda aborda o papel da teoria e da experiência na ciência. A função da ciência é substituir a experiência, porém, a ciência não deve se ocupar de questões onde não é possível nem uma confirmação nem uma refutação. A comparação entre teoria e experiência deve ser prolongada mais e mais, na medida em que se refinam os meios de observação. Somente a experiência desassociada das ideias sempre será estranha para nós.  O documento também argumenta que é importante utilizar as ideias para cobrir as lacunas que a experiência possa deixar e, de acordo com ela, podemos associar ideias com sensações que não podemos perceber.   Em seguida, o autor aborda os átomos, que não podem ser percebidos pelas sensações; como todas as substâncias, eles são coisas do pensamento. Além do mais, eles contradizem atributos que podem ser observador nos corpos. Porém, algumas teorias atômicas podem ser usadas para reproduzir certos grupos de fatos. A teoria atômica usada na física é similar a certos conceitos matemáticos auxiliares; é um modelo matemático que facilita a reprodução mental dos fatos.  O documento finaliza com a discussão sobre a economia na história, argumentando que todos que já se utilizaram da investigação científica de alguma forma trabalharam com os aspectos econômicos de fazer ciência, como Copérnico, Galileu e Newton, embora não os mencionassem explicitamente.   O autor também aborda a adaptação das ideias aos fatos, a adaptação das ideias umas com as outras, a economia mental, que é a adaptação das ideias aos fatos, a adaptação das ideias umas com as outras, a economia mental. Ele argumenta que a análise lógica de todas as ciências, embora importante, não substitui a investigação biológico-psicológica do seu desenvolvimento, pois a economia mental é independente disso, um ideal lógico muito claro que preserva seu valor mesmo depois que toda a análise logica estiver completa.  O documento conclui que a economia mental supera o estudo escolar, podendo ser enraizada na vida da humanidade e respondendo poderosamente sobre ela.  "; gs://blog-files-2024/all/pdf2/2015-07-18_Como_economizar_energia_mental_.pdf
"O documento é um pequeno texto sobre o ceticismo de David Hume.  O autor começa explicando como Hume refuta a ideia de uma relação de causa e efeito necessária, através de exemplos, como a queda da maçã da árvore, o nascer e o pôr do sol. De acordo com Hume, não existe uma lei na natureza que obrigue esses fenômenos a se repetirem, são apenas eventos que se repetem ou não.   O autor então argumenta que, como Hume não acredita em uma relação de causa e efeito necessária, não podemos ter garantia de que algo vá acontecer. Ele nos questiona: ""O que garante que o sol irá se pôr mais tarde? Uma lei da física?"" O autor conclui que, como não podemos ter certeza, devemos nos guiar por crenças e selecionar aquelas que nos parecem mais fortes e que nos marcam mais. Para ilustrar essa ideia, ele cita o exemplo de um ET que observa uma partida de sinuca pela primeira vez e não sabe o que irá acontecer com a bola quando o jogador a bater com o taco.   O autor finaliza o texto dizendo que, assim como o ET, nós também aprendemos com a experiência e selecionamos as crenças que mais nos agradam. E que, assim como o gosto, não há como discutir ou impor crenças.  "; gs://blog-files-2024/all/pdf2/2015-07-22_Crença_cética_.pdf
"O texto fala sobre a presença do lixo no mundo e como ele afeta as nossas vidas. O autor questiona se a vida se resume ao lixo e  aponta que devemos reciclar o que há de lixo no mundo e em nossas vidas. O autor critica a produção e o consumo excessivo de lixo, comparando as ações humanas a  ""babar"" e ""cuspir"" lixo. O texto sugere que a fala não é tão necessária e automática como acreditamos e que, se  fosse, poderíamos selecionar a nossa emissão de lixo.  O autor  conclui que, apesar de acharmos que temos um tesouro, este é o lixo.  "; gs://blog-files-2024/all/pdf2/2015-07-29_Lixo.pdf
O texto explora a natureza da fala, argumentando que ela não é algo concreto, mas sim uma designação ou um símbolo que remete a um nada. A fala é vista como uma forma vazia, que se manifesta por meio de vibrações e sons que se deslocam no ar, no tempo e no espaço. O texto enfatiza que a fala não é uma voz única e solta, mas sim uma transferência de ondas que se deslocam em um meio, e que a comunicação não é garantida pela fala, pois a interpretação é pessoal e independente de tudo o que há de objetivo na comunicação. O autor argumenta que o escutar e consentir não significam concordar com o sentido da mensagem. A fala é vista como um evento secreto e singular, que compete à psique do receptor e não é passível de garantia ou concordância por parte de ambos.   O texto critica a autoridade que tenta transformar a fala em verdade, buscando realizar o que foi dito, o que é impossível, pois o dito já foi dito e não é mais nada. O autor argumenta que a autoridade se vale do desejo do emissor, mas não do dito, mas do assentido, o que pode levar à coerção e não ao consentimento genuíno. O autor cita o exemplo de Hitler e a manipulação da fala para mover multidões, mostrando que a fala é instrumentalizada pela necessidade, que não é da fala em si, mas de uma força externa. O texto finaliza com uma crítica à fala mansa e à tentativa de convencer o interlocutor por meio da força da fala, ressaltando que a fala é um ato de co-criação e não um ato individual. A fala não existe sem o receptor e o seu corpo, e não deve ser utilizada para coerção ou manipulação. ; gs://blog-files-2024/all/pdf2/2015-08-01_Fala_que_eu_te_escuto.pdf
"O documento analisa a natureza dos princípios que norteiam as ações humanas, buscando um princípio básico que possa ser aplicado a todos os indivíduos. O autor argumenta que, embora existam ações instintivas e fisiológicas, muitas ações se originam de um valor, de uma reflexão intelectual e de um cálculo.  O exemplo do trabalho é usado para ilustrar essa ideia. Ao questionar por que as pessoas trabalham, o autor apresenta três possíveis motivações:  - O trabalho como parte da sociedade, onde cada um contribui para o bem comum; - O trabalho por necessidade de ganhar dinheiro, em uma competição individualista;  - O trabalho por prazer, por gostar da atividade em si.  Ao analisar cada uma dessas motivações, o autor destaca o ""eu"" como princípio e como fim de todas as ações. O ""eu"" busca suas melhores opções, independentemente de consequências morais, políticas, sociais, etc. Esse princípio é considerado o único valor, independente de qualquer aparência.  O documento não inclui imagens, tabelas ou gráficos. "; gs://blog-files-2024/all/pdf2/2015-08-12_O_princípio_de_nossas_ações.pdf
